"rule_id","rule_name","pattern_it_recognizes"
"rule_8675fccfebc4018f","zapOptOuts.classifier.TMT_RULES.not_as_many_messages","/\bnot as many (?:texts?|text messages?|messages?|msgs?)\b/ig"
"rule_5603c582963939e3","zapOptOuts.classifier.TMT_RULES.reduce_texts","/\breduce (?:the )?(?:texts?|text messages?|messages?|msgs?)\b/ig"
"rule_621cc8d036a8f378","reduce_frequency","/\breduce (?:the )?frequency\b/gi"
"rule_c8cdec0733e820b5","zapOptOuts.classifier.TMT_RULES.send_me_less","/\bsend me less\b/gi"
"rule_5f58a29d47ea660f","zapOptOuts.classifier.TMT_RULES.slow_down_texts","/\bslow down (?:on )?(?:the )?(?:texts?|text messages?|messages?|msgs?)\b/ig"
"rule_acb4a26090a11f39","zapOptOuts.classifier.TMT_RULES.so_many_texts","/\bso many (?:texts?|text messages?|messages?|msgs?)\b/ig"
"rule_cb31523cd784b8ed","stop_texting_so_much","/\bstop (?:texting|messaging|contacting) (?:me )?so much\b/gi"
"rule_4d03052dd816366e","too_many_texts","/\btoo many (?:texts?|text messages?|messages?|msgs?)\b/gi"
"rule_0283959804bb8ff7","zapOptOuts.workflow.node_4.tmt.not_so_many_texts","/not\s+so\s+many\s+(?:texts|text\s+messages|messages|msgs)/ig"
"rule_0e9a03f5547077eb","optOutClassifier.validator.curated.085.unsubscribe","/\bstop2cancel\b/gi"
"rule_9f63a3de2702df94","optOutClassifier.validator.curated.088.unsubscribe","/\bstopannul\b/gi"
"rule_75adad750f0e91ec","optOutClassifier.validator.curated.102.unsubscribe","/\bunenroll\b/gi"
"rule_zap_not_doing_business_search","zapOptOuts.workflow.node_4.fuzzy_opt_out.not_doing_business","/\bnot\s+doing\s+business\b/gi"
